date,province,country,lat,long,type,cases
2020-01-25,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-01-26,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-01-27,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-01-28,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-01-29,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-01-30,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-01-31,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-01,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-02,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-03,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-04,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-05,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-06,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-07,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-08,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-09,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-10,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-11,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-12,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-13,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-14,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-15,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-16,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-17,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-18,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-19,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-20,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-21,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-22,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-23,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-24,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-25,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-26,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-27,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-28,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-02-29,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-01,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-02,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-03,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-04,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-05,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-06,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-07,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-08,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-09,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-10,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-11,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-12,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-13,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-14,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-15,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-16,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-17,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-18,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-19,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-20,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-21,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-22,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-23,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-24,Greenland,Denmark,71.7069,-42.6043,recovered,2
2020-03-25,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-26,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-27,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-28,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-29,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-30,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-03-31,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-01,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-02,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-03,Greenland,Denmark,71.7069,-42.6043,recovered,1
2020-04-04,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-05,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-06,Greenland,Denmark,71.7069,-42.6043,recovered,1
2020-04-07,Greenland,Denmark,71.7069,-42.6043,recovered,6
2020-04-08,Greenland,Denmark,71.7069,-42.6043,recovered,1
2020-04-09,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-10,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-11,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-12,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-13,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-14,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-15,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-16,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-17,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-18,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-19,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-20,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-21,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-22,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-23,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-24,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-25,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-26,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-27,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-28,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-29,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-04-30,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-01,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-02,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-03,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-04,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-05,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-06,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-07,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-08,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-09,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-10,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-11,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-12,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-13,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-14,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-15,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-16,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-17,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-18,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-19,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-20,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-21,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-22,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-23,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-24,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-25,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-26,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-27,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-28,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-29,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-30,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-05-31,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-01,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-02,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-03,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-04,Greenland,Denmark,71.7069,-42.6043,recovered,2
2020-06-05,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-06,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-07,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-08,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-09,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-10,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-11,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-12,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-13,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-14,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-15,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-16,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-17,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-18,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-19,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-20,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-21,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-22,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-23,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-24,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-25,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-26,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-27,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-28,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-29,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-06-30,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-01,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-02,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-03,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-04,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-05,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-06,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-07,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-08,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-09,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-10,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-11,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-12,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-13,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-14,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-15,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-16,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-17,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-18,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-19,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-20,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-21,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-22,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-23,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-24,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-25,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-26,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-27,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-28,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-29,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-30,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-07-31,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-01,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-02,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-03,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-04,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-05,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-06,Greenland,Denmark,71.7069,-42.6043,recovered,1
2020-08-07,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-08,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-09,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-10,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-11,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-12,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-13,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-14,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-15,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-16,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-17,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-18,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-19,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-20,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-21,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-22,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-23,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-24,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-25,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-26,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-27,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-28,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-29,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-30,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-08-31,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-01,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-02,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-03,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-04,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-05,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-06,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-07,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-08,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-09,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-10,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-11,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-12,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-13,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-14,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-15,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-16,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-17,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-18,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-19,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-20,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-21,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-22,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-23,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-24,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-25,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-26,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-27,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-28,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-29,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-09-30,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-10-01,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-10-02,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-10-03,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-10-04,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-10-05,Greenland,Denmark,71.7069,-42.6043,recovered,0
2020-10-06,Greenland,Denmark,71.7069,-42.6043,recovered,0
